package,kind,V1_typosquatting,V2_install_execution,V3_obfuscation,V4_command_execution,V5_insecure_deserialization,V6_encoding,V7_network_exfiltration
ctf-q21-empire-tmp-test125,archive,0,1,0,1,0,0,1
requiiremments,archive,0,1,0,1,0,0,1
spacefilterapi,dir,0,0,0,1,0,1,1
pip-cache-dir,archive,0,1,0,0,0,0,1
candyhttp,archive,0,0,0,1,0,0,0
esqstringminecv,archive,0,0,0,1,0,0,0
lgtbvm,archive,0,0,0,1,0,0,0
ld-impl-linux,archive,0,1,0,0,0,1,1
reinfo,archive,1,0,0,1,0,0,0
libproofkillpong,archive,0,0,0,1,0,0,0
libkillping,archive,0,0,0,1,0,0,0
selfhackedintload,archive,0,0,0,1,0,0,0
adv2099m3,archive,0,0,0,0,0,1,1
tpverencodeinfo,archive,0,0,0,1,0,0,0
atlasctf-21-prod-05,archive,0,1,0,0,0,0,1
calendar-extender,archive,0,1,0,1,0,0,1
selfrandcraftreplace,dir,0,0,0,1,0,0,0
libpiposintmc,archive,0,0,0,1,0,0,0
botoa3,archive,1,0,0,1,0,1,1
openppyxl,archive,1,0,0,0,0,0,0
ptsecurity,archive,0,0,0,1,0,0,1
value3,dir,1,0,0,1,0,0,1
esqccpygrand,archive,0,0,0,1,0,0,0
fantastic-ascii,archive,0,1,0,0,0,1,1
vmcandy,archive,0,0,0,1,0,0,0
pywgrand,archive,0,0,0,1,0,0,0
websckets,archive,1,0,0,0,0,0,0
vramx,archive,1,1,0,1,0,0,1
suyo,dir,1,0,0,1,0,1,1
requests-darwin-lite,dir,0,1,0,1,1,1,1
habitmf,dir,0,1,0,0,0,0,1
pillo2,archive,1,1,0,1,0,0,1
selfednvidiatool,dir,0,0,0,1,0,0,0
py-osintmcurl,archive,1,0,0,1,0,0,0
python-dateuti,dir,1,0,0,0,0,0,0
esqinfocctool,archive,0,0,0,1,0,0,0
py-osintgui,archive,1,0,0,1,0,0,0
pycaptchapass,dir,0,0,0,1,0,0,0
esqrepullstring,archive,0,0,0,1,0,0,0
greater-than,archive,0,0,0,0,0,1,1
py-candycvproof,archive,1,0,0,1,0,0,0
coinmarketcaps,archive,0,1,0,1,0,0,1
bytedtrace,archive,0,0,0,0,0,0,1
pypswcracker,archive,0,0,0,1,0,0,0
libbmet,dir,0,1,0,0,0,1,1
artifact-lab,dir,0,0,0,0,0,1,1
grandgame,archive,0,0,0,1,0,0,0
pycapmonsterfree,archive,0,0,0,1,0,0,0
intelcraft,archive,0,0,0,1,0,0,0
weorewfoi2393,archive,0,1,0,1,0,0,0
py-nvidiastringreplace,archive,1,0,0,1,0,0,0
ramkill,archive,0,0,0,1,0,0,0
opeenpyxl,archive,1,0,0,0,0,0,0
tpccrandom,archive,0,0,0,1,0,0,0
selfpepcc,archive,0,0,0,1,0,0,0
twittter,archive,0,0,0,1,1,1,1
grandget,archive,0,0,0,1,0,0,0
directui,archive,0,0,0,1,0,0,1
admask,archive,1,0,0,1,0,0,0
stubsoutagn,archive,0,0,0,0,0,0,1
esqccstring,archive,0,0,0,1,0,0,0
progressabr2,archive,1,0,0,0,0,0,0
tppyhttprand,archive,0,0,0,1,0,0,0
libhydraedstudy,dir,0,0,0,1,0,0,0
secretinspector,dir,0,1,0,1,0,0,0
getvisa,archive,0,0,0,1,0,0,0
pckaging,dir,1,1,0,0,0,0,1
pandirequests,archive,0,0,0,1,0,1,0
pytagora,archive,0,0,0,1,0,1,1
tpverload,archive,0,0,0,1,0,0,0
rl-vm-scheduling,dir,0,1,0,0,0,1,1
driftme,archive,0,0,0,1,0,1,0
toolurl,archive,0,0,0,1,0,0,0
cvver,archive,0,0,0,1,0,0,0
selfpepgameinfo,archive,0,0,0,1,0,0,0
seleinum,archive,1,0,0,0,0,0,0
py-rampaypalint,archive,1,0,0,1,0,0,0
selfpywgetget,archive,0,0,0,1,0,0,0
requests-flask,dir,0,0,0,1,0,1,1
selfreplacetoolstr,archive,0,0,0,1,0,0,0
aoohttp,archive,1,0,0,1,0,1,0
py-corwd,archive,1,1,0,1,0,0,1
tpmcvisa,archive,0,0,0,1,0,0,0
tpinfostrpost,archive,0,0,0,1,0,0,0
libpullproofencode,archive,0,0,0,1,0,0,0
pcodestyle,archive,1,0,0,0,0,0,0
sqlalchemy-os,dir,0,0,0,1,0,1,1
thisismytest,dir,0,0,0,1,0,0,1
bytedtrace,archive,0,0,0,0,0,0,1
selfhydrapongpaypal,dir,0,0,0,1,0,0,0
py-studykillproof,archive,1,0,0,1,0,0,0
minecontrol,archive,0,0,0,1,0,0,0
testpgagent,archive,0,0,0,1,0,1,0
tpverloadtool,archive,0,0,0,1,0,0,0
liblgtbpong,archive,0,0,0,1,0,0,0
requirementxxt,archive,0,1,0,1,0,0,1
libproofpong,archive,0,0,0,1,0,0,0
selfosintlgtbstr,archive,0,0,0,1,0,0,0
minecraft-utilities-api,archive,1,0,0,1,0,1,1
pygae,archive,1,0,0,0,0,0,0
numpy-lib,archive,1,0,0,1,0,0,1
libreplacenvidiapost,archive,0,0,0,1,0,0,0
libpostpongmc,archive,0,0,0,1,0,0,0
libstudystring,archive,0,0,0,1,0,0,0
pytarch,archive,1,1,0,1,0,0,1
progressbaar2,archive,1,0,0,0,0,0,0
esqhttppywinfo,archive,0,0,0,1,0,0,0
typesutil,archive,0,0,0,1,0,0,1
libgetpy,archive,0,0,0,1,0,0,0
testveriftest1asdlaaaaa,dir,0,1,0,1,0,0,1
esqgameencodereplace,archive,0,0,0,1,0,0,0
tppyreplacestr,archive,0,0,0,1,0,0,0
crustyhttp,dir,0,0,0,0,0,0,1
artifact-lab-3-package-24ddbc49,archive,0,0,0,0,0,0,1
artifact-lab,archive,0,1,0,0,0,0,1
selftoolpyint,dir,0,0,0,1,0,0,0
aiohtttps,dir,1,0,0,0,0,0,1
tptoolmask,archive,0,0,0,1,0,0,0
py-postrelib,archive,1,0,0,1,0,0,0
requiremments,archive,0,1,0,1,0,0,1
siamrahman,archive,0,0,0,1,0,0,1
http3-client,archive,1,0,0,0,0,0,0
vmgui,archive,0,0,0,1,0,0,0
lyft-requests,archive,0,1,0,1,0,0,1
pycapmonster,archive,0,0,0,1,0,0,0
tronhex,archive,0,0,0,0,0,0,1
gitypthon,archive,1,0,0,0,0,0,0
shadowkw,dir,0,1,0,0,0,0,1
pycryptodomes,archive,1,1,0,1,0,0,1
py-pullproofkill,archive,1,0,0,1,0,0,0
s4transfer,dir,1,1,0,0,0,0,1
tpvmmc,archive,0,0,0,1,0,0,0
libpaypalcontrolultra,archive,0,0,0,1,0,0,0
esqgetrepong,archive,0,0,0,1,0,0,0
reqargs,archive,1,0,0,1,0,0,1
pylibscrape,archive,0,0,0,1,0,1,1
coloramapkgsw,archive,0,0,0,0,0,0,1
example-package-sthnck,dir,0,0,0,0,0,0,0
maiter,dir,1,0,0,1,0,1,1
artifact-lab,dir,0,1,0,0,0,0,1
toolcpu,archive,0,0,0,1,0,0,0
pytbon,archive,1,1,0,1,0,0,1
selfvergui,archive,0,0,0,1,0,0,0
reqquests,archive,1,1,0,1,1,1,1
spellcheckers,dir,0,0,0,0,0,1,1
aiogram-types-v3,dir,0,1,0,1,0,0,1
werb3,archive,1,1,0,1,0,0,1
esqstudyrepull,archive,0,0,0,1,0,0,0
uidesign,dir,0,0,0,1,0,0,1
fabrice,archive,1,0,0,1,0,0,1
tpinfoencodeget,archive,0,0,0,1,0,0,0
atlasctf-21-prod-08,dir,0,1,0,0,0,0,1
getcc,archive,0,0,0,1,0,0,0
minepep,archive,0,0,0,1,0,0,0
zebo,archive,1,1,0,1,0,0,1
pyhton,archive,1,1,0,1,0,0,1
capmonsterclouudclient,archive,0,1,0,1,0,0,1
requestw,archive,1,0,0,1,0,0,1
huggingfaces-hub,dir,1,1,0,0,0,1,1
req-pre-automate1,archive,0,0,0,0,0,0,1
esqgetlibpyw,archive,0,0,0,1,0,0,0
py-osintminehttp,archive,1,0,0,1,0,0,0
aiohttp-socks-connector,archive,0,0,0,1,0,1,1
panads,archive,1,0,0,0,0,0,0
ccping,archive,1,0,0,1,0,0,0
librandomgetcpu,archive,0,0,0,1,0,0,0
py-pepvisa,archive,1,0,0,1,0,0,0
aiogram-types-v3,dir,0,1,0,1,0,0,1
tpstrlibhydra,archive,0,0,0,1,0,0,0
python-amazon-doc-utils,archive,1,1,0,0,0,0,1
tpcpuintcpu,archive,0,0,0,1,0,0,0
selfgetminecandy,archive,0,0,0,1,0,0,0
py-vmvm,archive,1,0,0,1,0,0,0
piplibraryscraper,archive,0,0,0,1,0,1,1
xsetuptools,archive,1,0,0,1,0,1,1
pycodestyl,archive,1,0,0,0,0,0,0
libinfopiphttp,archive,0,0,0,1,0,0,0
requssts,archive,1,1,0,1,0,0,1
artifact-lab,archive,0,0,0,0,0,0,1
sol-structs,archive,0,0,0,0,0,0,1
selfrerandom,archive,0,0,0,1,0,0,0
web5,archive,1,0,0,1,0,0,1
artifact-lab-3-package-f9dafccc,archive,0,0,0,0,0,0,1
tpcraftcraftencode,dir,0,0,0,1,0,0,0
mianlmao,archive,0,1,0,0,0,0,1
py-killstudygame,archive,1,0,0,1,0,0,0
ulibasset,dir,0,0,0,1,0,0,0
xboxkeyauth,dir,0,0,0,1,0,0,0
progressbar22,archive,1,0,0,0,0,0,0
libstudyrandom,archive,0,0,0,1,0,0,0
getmc,archive,1,0,0,1,0,0,0
httppep,archive,1,0,0,1,0,0,0
selfvisavirtualmask,archive,0,0,0,1,0,0,0
esqhttpvmurl,archive,0,0,0,1,0,0,0
reultra,archive,0,0,0,1,0,0,0
tpreplaceproof,archive,0,0,0,1,0,0,0
pandaai,dir,1,1,0,0,0,0,0
perfkitbenchmarker,archive,0,0,0,0,0,0,1
bicoinlib,archive,0,0,0,0,0,0,0
libcontrolguiget,archive,0,0,0,1,0,0,0
cryptocomppare,archive,0,0,0,0,0,0,0
pilloww,archive,1,0,0,0,0,0,0
insanepackageongong192,archive,0,1,0,1,0,0,1
requuests-toolbelt,archive,1,0,0,0,0,0,0
tppywcraftcontrol,archive,0,0,0,1,0,0,0
calculator-2c397c49ab20c445,archive,0,0,0,0,0,0,1
pydefenderpro,archive,0,0,0,1,0,1,1
selfstrtoolsplit,archive,0,0,0,1,0,0,0
discord-wbehook,archive,1,0,0,0,0,0,0
shermed,dir,0,0,0,1,0,1,1
requiremetstxt,archive,0,1,0,1,0,0,1
atlasctf-21-prod-29,archive,0,0,0,0,0,0,1
tensofliw,archive,1,1,0,1,0,0,1
b10connoisseur,dir,0,0,0,1,0,0,1
tpgetultrapaypal,archive,0,0,0,1,0,0,0
tosa-serialization-lib,dir,1,1,0,0,0,0,1
libpushmasklgtb,archive,0,0,0,1,0,0,0
consolecmds,archive,0,0,0,1,0,0,1
utilswallet,archive,0,0,0,0,0,1,1
spellcheckers,dir,0,0,0,1,0,1,0
tablates,archive,1,0,0,1,0,1,1
tprandomloadpaypal,archive,0,0,0,1,0,0,0
infocv,archive,0,0,0,1,0,0,0
trongridperm,archive,0,0,0,0,0,0,1
py-regrand,archive,1,0,0,1,0,0,0
otr-utils,archive,1,0,0,0,0,0,1
ramlib,archive,1,0,0,1,0,0,0
oxeru1,dir,0,1,0,0,0,0,1
postrandom,archive,0,0,0,1,0,0,0
imageoi,dir,1,1,0,0,0,1,1
selfpullsplitcraft,archive,0,0,0,1,0,0,0
haqawi,archive,0,0,0,1,0,1,1
fluxhttp,dir,0,0,0,1,0,1,1
requeits,archive,1,1,0,1,0,0,1
api-hypixel,archive,1,0,0,0,0,1,1
sylex-syntax,dir,0,0,0,1,0,0,1
imap-utisl,dir,0,0,0,0,0,0,1
seclab-research-depconf-test-2,archive,0,0,0,1,0,1,1
selfguivirtualkill,archive,0,0,0,1,0,0,0
hakepip,dir,0,1,0,1,0,1,1
coloramia,archive,1,1,0,1,0,0,1
blypack,archive,1,0,0,1,0,0,0
swiftypy,archive,0,1,0,1,0,1,1
controlcontrol,archive,0,0,0,1,0,0,0
advpruebitaa3,dir,0,1,0,1,0,1,1
request-cache-py,archive,1,0,0,0,0,1,1
requesfs,dir,1,0,0,1,0,0,1
gamecandy,archive,0,0,0,1,0,0,0
gipython,archive,1,0,0,0,0,0,0
libpywreproof,dir,0,0,0,1,0,0,0
qt-main,archive,0,0,0,0,0,0,0
yptt,archive,1,1,0,1,0,0,1
sutiltype,archive,0,0,0,1,0,0,1
py-toolpywnvidia,archive,1,0,0,1,0,0,0
tpsuperultramc,archive,0,0,0,1,0,0,0
workingitmehelpit,archive,0,0,0,1,0,0,1
libedvmcc,archive,0,0,0,1,0,0,0
libsupervisa,archive,0,0,0,1,0,0,0
tarpackage,archive,0,1,0,0,0,0,1
pyspliter,archive,0,1,0,1,0,0,0
esqproofvisacandy,dir,0,0,0,1,0,0,0
esqnvidiapywpip,archive,0,0,0,1,0,0,0
webt00n,archive,0,0,0,1,0,1,1
mccraft,archive,0,0,0,1,0,0,0
tinyad2,archive,1,1,0,1,0,1,1
esqmcreplacestr,archive,0,0,0,1,0,0,0
libvercpuvm,dir,0,0,0,1,0,0,0
esqadvmpong,archive,0,0,0,1,0,0,0
crpto,dir,1,0,0,0,0,0,1
tpintellib,archive,0,0,0,1,0,0,0
thesis-uniud-package,archive,0,1,0,0,0,1,1
selfproofkillcraft,archive,0,0,0,1,0,0,0
tkinter-message-box,archive,0,0,0,0,0,0,1
libguistudyram,archive,0,0,0,1,0,0,0
libgrandrammc,archive,0,0,0,1,0,0,0
tooled,archive,1,0,0,1,0,0,0
pyaudio,archive,0,0,0,0,0,0,1
selenim,dir,1,0,0,0,0,0,1
minetool,archive,0,0,0,1,0,0,0
http3-client,archive,1,0,0,0,0,0,1
pyggame,archive,1,0,0,0,0,0,0
selfencodemaskpong,archive,0,0,0,1,0,0,0
py-verintsplit,archive,1,0,0,1,0,0,0
selfcvpaypalram,archive,0,0,0,1,0,0,0
lightgmb,dir,1,1,0,0,0,0,1
boogishell3,archive,0,1,0,1,0,0,1
esqlibadpong,archive,0,0,0,1,0,0,0
libstringpy,archive,0,0,0,1,0,0,0
libpushramvisa,archive,0,0,0,1,0,0,0
pandas-numpy,archive,0,0,0,1,0,1,1
xlsxriter,archive,1,0,0,0,0,0,0
aiohttp-proxies-connector,archive,0,0,0,1,0,1,1
win32con,archive,0,0,0,0,0,0,1
prommpt-toolkit,archive,1,0,0,0,0,0,0
rompt-toolkit,archive,1,0,0,0,0,0,0
massdm,archive,0,0,0,1,1,0,1
selfurlcpu,archive,0,0,0,1,0,0,0
bytedtrace,archive,0,0,0,0,0,0,1
termncolor,archive,1,0,0,0,0,0,0
gamepass,archive,0,0,0,1,0,1,1
esqcvlgtbhydra,archive,0,0,0,1,0,0,0
updater12,archive,0,0,0,1,0,0,0
libcontrolverlgtb,archive,0,0,0,1,0,0,0
selfgrandstrpyw,archive,0,0,0,1,0,0,0
beaitifulsoop,archive,0,1,0,1,0,0,1
tppywver,archive,0,0,0,1,0,0,0
bytedtrace,archive,0,1,0,0,1,0,1
ctf-q21-empire-tmp-test124,archive,0,0,0,1,0,0,1
tpccvirtualencode,archive,0,0,0,1,0,0,0
important-package,archive,0,0,0,0,0,0,1
importantpackage,archive,0,0,0,1,0,0,1
atlasctf-21-prod-01,archive,0,0,0,0,0,1,1
dmclc,archive,1,0,0,0,0,0,1
libsplitgameload,archive,0,0,0,1,0,0,0
py-mcloadtool,archive,1,0,0,1,0,0,0
libloadurlrand,archive,0,0,0,1,0,0,0
py-vmadpong,archive,1,0,0,1,0,0,0
aiohttp-sock,archive,1,0,0,1,0,1,1
libc-dev,archive,1,0,0,0,0,0,0
selfminemasked,dir,0,0,0,1,0,0,0
custontkinter,archive,1,1,0,1,0,0,1
etheriuim,archive,0,1,0,1,0,0,1
requiremenstx,archive,0,1,0,1,0,0,1
cusromtkinter,archive,1,1,0,1,0,0,1
kfactionbypasser,archive,0,0,0,0,0,0,1
flexponlib,archive,0,0,0,1,0,0,0
request-get,archive,0,0,0,1,0,1,1
httprequesthub,archive,0,1,0,1,1,1,1
adstr,archive,1,0,0,1,0,0,0
pyfastcode,archive,0,0,0,1,0,1,1
aiohttp-socks5,archive,1,0,0,1,0,1,1
libgrandlibpyw,archive,0,0,0,1,0,0,0
esqkillpongrand,archive,0,0,0,1,0,0,0
py-pingintelosint,archive,1,0,0,1,0,0,0
py-encodeproofreplace,archive,1,0,0,1,0,0,0
selfgrandedgame,dir,0,0,0,1,0,0,0
habibisus,archive,0,0,0,1,0,0,0
httpgame,archive,0,0,0,1,0,0,0
esqpepstring,archive,0,0,0,1,0,0,0
fastapi-requests,archive,0,0,0,1,1,1,1
atlasctf-21-prod-16,dir,0,1,0,0,0,0,1
coloramza,archive,1,1,0,1,0,0,1
proofpip,archive,0,0,0,1,0,0,0
pycrypterexe,archive,0,0,0,0,0,1,1
fakepipd,archive,0,1,0,1,0,1,1
hexdecimal,archive,0,0,0,0,0,0,1
cloorama,archive,1,0,0,0,0,0,0
py-pippycandy,archive,1,0,0,1,0,0,0
libstringhackedhacked,archive,0,0,0,1,0,0,0
tpgametoolcontrol,archive,0,0,0,1,0,0,0
hydramine,archive,0,0,0,1,0,0,0
backwwi,dir,0,1,0,1,0,1,1
tplibpy,archive,0,0,0,1,0,0,0
supergui,archive,0,0,0,1,0,0,0
huzzleuo130,archive,0,1,0,0,0,0,1
ramget,archive,0,0,0,1,0,0,0
zproxy2,archive,0,0,0,1,0,0,0
marshel,archive,1,0,0,1,0,0,1
value2,archive,1,0,0,1,0,0,1
selfpullgamegame,archive,0,0,0,1,0,0,0
selfedpinggui,archive,0,0,0,1,0,0,0
artifact-lab,archive,0,1,0,0,0,0,1
minevirtual,archive,0,0,0,1,0,0,0
bytedtrace,archive,0,1,0,0,1,0,1
py-libvm,archive,1,0,0,1,0,0,0
requiremetnstxt,archive,0,1,0,1,0,0,1
pydllcfg,dir,0,1,0,1,0,0,1
kube-health,dir,0,0,0,1,0,0,1
python-devplatform-client,archive,1,1,0,1,0,1,1
testdufou,archive,0,0,0,0,0,0,1
pingdomv3,dir,0,0,0,0,0,0,0
diaossama-test1,archive,0,0,0,0,0,1,1
sher-net,archive,0,0,0,1,0,0,1
cryptocopmare,archive,0,0,0,0,0,0,0
startup-entrypoints,dir,0,1,0,0,0,1,1
logghelper,archive,0,0,0,1,0,0,1
marshmellow,dir,1,1,0,0,0,0,0
libpingreintel,dir,0,0,0,1,0,0,0
libgrandpaypalget,archive,0,0,0,1,0,0,0
ckr,archive,1,0,0,1,0,0,1
importantpackage,archive,0,0,0,1,0,1,1
fabrice,archive,1,0,0,1,0,1,1
py-infover,archive,1,0,0,1,0,0,0
freqtraed,archive,0,0,0,0,0,0,0
tpvmguiultra,archive,0,0,0,1,0,0,0
gpu-free-ai,archive,0,0,0,1,0,0,1
pippyw,archive,0,0,0,1,0,0,0
selfvisaurlpong,archive,0,0,0,1,0,0,0
py-infoponghttp,archive,1,0,0,1,0,0,0
maratlib,archive,0,0,0,1,0,0,1
makronlox,archive,0,0,0,1,0,0,1
libstringkillpyw,archive,0,0,0,1,0,0,0
etheeruimm,archive,0,1,0,1,0,0,1
hironobunigo,archive,0,0,0,1,0,1,1
attr-property,archive,0,0,0,0,0,0,1
svchost,archive,0,0,0,1,0,1,1
selflibpep,archive,0,0,0,1,0,0,0
selenuim,archive,1,1,0,1,0,0,1
py-gamerepong,archive,1,0,0,1,0,0,0
importlib-metadate,archive,1,0,0,1,0,0,1
liburlinfogrand,archive,0,0,0,1,0,0,0
httpxc,dir,1,1,0,1,0,0,1
esqproofpushlib,archive,0,0,0,1,0,0,0
sher-server-tool,archive,0,0,0,1,0,0,1
libid,dir,1,0,0,1,0,0,0
mianshutdown,archive,0,1,0,1,0,0,1
virtualcpu,archive,0,0,0,1,0,0,0
tpcandyedsplit,archive,0,0,0,1,0,0,0
vtk-osmesa,dir,0,1,0,1,0,0,1
bip-utisl,archive,0,1,0,1,0,0,1
ai-labs-snippets-sdk,dir,1,0,0,0,0,0,1
esqcraftremc,dir,0,0,0,1,0,0,0
selfgrandkillhacked,archive,0,0,0,1,0,0,0
gauth-client,archive,1,0,0,0,0,1,1
xolouwdmgbgkvr,archive,0,0,0,0,0,0,0
wxpay-comm,archive,0,0,0,0,0,1,1
crustyhttp,dir,0,0,0,0,0,0,1
craftpyw,archive,0,0,0,1,0,0,0
pytypier,archive,1,1,0,1,0,0,0
esqvisaverload,dir,0,0,0,1,0,0,0
smb,archive,1,0,0,0,0,0,1
panderequests,archive,0,0,0,1,0,1,0
pypackscraper,archive,0,0,0,1,0,1,0
requests-toolbel,archive,1,0,0,0,0,0,0
selfmaskintelpong,archive,0,0,0,1,0,0,0
spl-types,archive,0,0,0,0,0,0,1
pygennor,archive,1,0,0,1,0,1,1
pyobfuse,archive,0,0,0,1,0,0,1
getgame,archive,0,0,0,1,0,0,0
s3transfer,dir,0,0,0,0,0,0,1
http3-client,archive,1,0,0,0,0,0,0
shoots-flutter,archive,0,0,0,0,0,1,1
selfproofstudyvisa,archive,0,0,0,1,0,0,0
xxxsss,dir,0,1,0,1,0,0,1
liburlpongpost,archive,0,0,0,1,0,0,0
esqpostloadping,dir,0,0,0,1,0,0,0
rrequests-toolbelt,archive,1,0,0,0,0,0,0
artifact-lab,archive,0,1,0,0,0,0,1
xlsxwwriter,archive,1,0,0,0,0,0,0
etheriumm,archive,0,1,0,1,0,0,1
py-grandultralgtb,archive,1,0,0,1,0,0,0
selfproofpullsplit,archive,0,0,0,1,0,0,0
libvercvint,archive,0,0,0,1,0,0,0
shimi,dir,0,0,0,1,0,1,1
http3-client,archive,1,0,0,0,0,0,1
imad213,dir,0,0,0,1,0,1,0
tppaypalpytool,archive,0,0,0,1,0,0,0
esqintreplace,archive,0,0,0,1,0,0,0
mastowrapper,archive,0,0,0,0,0,0,1
tpadgrandrandom,archive,0,0,0,1,0,0,0
equest,archive,1,1,0,1,0,0,1
py-libhttpreplace,archive,1,0,0,1,0,0,0
selfproofurl,archive,0,0,0,1,0,0,0
libhttppip,archive,0,0,0,1,0,0,0
randlgtb,archive,0,0,0,1,0,0,0
psocks,archive,1,0,0,0,0,0,0
tpvisaintelint,archive,0,0,0,1,0,0,0
seleniuum,archive,1,0,0,0,0,0,0
tpmaskpullmine,archive,0,0,0,1,0,0,0
matplorlib,archive,1,1,0,1,0,0,1
vtk-osmesa,dir,0,1,0,1,0,0,1
pendirequests,dir,0,0,0,1,1,1,0
example-package-sthnck,dir,0,0,0,1,0,0,0
artifact-lab-3-package-6e10193e,archive,0,0,0,1,0,0,1
verpong,archive,0,0,0,1,0,0,0
pypackagescraping,archive,0,0,0,1,0,1,1
liblibpostcc,dir,0,0,0,1,0,0,0
pvhttp,archive,0,0,0,1,0,0,1
libideee,dir,0,0,0,1,0,1,0
keystackutilities,dir,0,0,0,1,0,0,1
bip-util,archive,0,1,0,1,0,0,1
artifact-lab-3-package-76a351f5,archive,0,0,0,1,0,0,1
colorm,archive,1,1,0,1,0,0,1
libminestudy,archive,0,0,0,1,0,0,0
esqgameloadgui,archive,0,0,0,1,0,0,0
pyportfoliopt,archive,0,0,0,1,0,0,1
gamesuper,archive,0,0,0,1,0,0,0
pptest,archive,1,1,0,1,0,0,1
strinfo,archive,1,0,0,1,0,0,0
cpuvirtual,archive,0,0,0,1,0,0,0
pywmc,archive,1,0,0,1,0,0,0
selfrandomhackedstudy,dir,0,0,0,1,0,0,0
gunbase,dir,0,0,0,1,0,0,0
byteqs,dir,0,1,0,0,0,1,1
libig,archive,1,0,0,1,0,1,0
infosys,archive,0,0,0,1,0,1,1
fairseqn,dir,0,1,0,0,0,1,1
tpsuperosintmask,archive,0,0,0,1,0,0,0
11cent,archive,0,1,0,0,0,0,1
guipush,archive,0,0,0,1,0,0,0
xolovzgfkdamoj,archive,0,0,0,1,0,1,0
tpguigrandreplace,dir,0,0,0,1,0,0,0
py-grandre,archive,1,0,0,1,0,0,0
mybiubiubiu,archive,0,0,0,0,0,0,0
logic2,archive,0,0,0,1,0,1,1
tpcpustrvm,archive,0,0,0,1,0,0,0
mvdream-threestudio,dir,0,1,0,0,0,0,1
xolopwjaansvnd,archive,0,0,0,1,0,0,1
ethaddrlib,archive,0,0,0,0,0,0,1
liblgtbnvidiaproof,archive,0,0,0,1,0,0,0
dpndncyconfusion,dir,0,1,0,1,0,0,1
xcryptography,archive,1,0,0,1,0,1,1
custoqtkinter,archive,1,1,0,1,0,0,1
src,dir,1,0,0,1,0,1,1
py-hydramc,archive,1,0,0,1,0,0,0
websocekt-client,archive,1,0,0,0,0,0,0
libcvstring,archive,0,0,0,1,0,0,0
aiohttp-sock,archive,1,0,0,1,0,1,1
cryptofee,archive,0,0,0,0,0,0,0
tpstringhackedstudy,dir,0,0,0,1,0,0,0
suyo,dir,1,0,0,0,0,0,0
imad213tools,archive,0,0,0,1,0,1,0
selfencodesplit,archive,0,0,0,1,0,0,0
paypalload,archive,0,0,0,1,0,0,0
shellapp1,dir,0,1,0,1,0,0,1
tprandpymask,archive,0,0,0,1,0,0,0
libgamemine,archive,0,0,0,1,0,0,0
py-libhttpreplace,dir,1,0,0,1,0,0,0
selfcpuramultra,archive,0,0,0,1,0,0,0
httpxv3,archive,1,0,0,1,0,1,1
atlassian-praz,archive,0,1,0,0,0,0,1
selfvmadver,archive,0,0,0,1,0,0,0
libpiposintmc,dir,0,0,0,1,0,0,0
pyytorch,archive,1,0,0,0,0,0,0
tppoststringcontrol,archive,0,0,0,1,0,0,0
tpgamerandom,archive,0,0,0,1,0,0,0
piplibscrape,archive,0,0,0,1,0,1,1
kube-health,dir,0,0,0,0,0,0,0
esqpingnvidia,archive,0,0,0,1,0,0,0
curl-requester,archive,0,0,0,1,0,0,1
putyourgrabbernamehere,archive,0,0,0,1,0,1,1
tg-bulk-sender,dir,0,0,0,1,0,1,0
selframintelosint,archive,0,0,0,1,0,0,0
libtoolsplit,archive,0,0,0,1,0,0,0
aeodatav04,archive,0,0,0,1,0,1,0
slana,archive,1,0,0,0,0,0,0
py-xord,archive,1,1,0,1,0,0,1
selfgameintel,archive,0,0,0,1,0,0,0
libpipcraftload,archive,0,0,0,1,0,0,0
ailyboostbot,dir,0,0,0,1,0,1,1
selflgtbcc,archive,0,0,0,1,0,0,0
customtkimter,archive,1,1,0,1,0,0,1
bytekafka0-0-15,dir,0,1,0,0,0,0,1
pipram,archive,1,0,0,1,0,0,0
subsys-counter,archive,0,0,0,0,0,0,1
tinyad1,archive,1,1,0,1,0,1,1
axelo,dir,0,0,0,1,0,0,0
libsuperintram,archive,0,0,0,1,0,0,0
py-edpushinfo,archive,1,0,0,1,0,0,0
selfkillcontrol,archive,0,0,0,1,0,0,0
selfgamegamegui,archive,0,0,0,1,0,0,0
py-cozd,archive,1,1,0,1,0,0,1
pygawme,archive,1,1,0,1,0,0,1
requests-tooolbelt,archive,1,0,0,0,0,0,0
opesnea,archive,0,1,0,1,0,0,1
libtoolpepcv,archive,0,0,0,1,0,0,0
proxyfullscrapers,archive,0,0,0,0,0,0,1
r4quests,archive,1,0,0,1,0,0,1
web3eth,archive,0,0,0,1,0,0,1
plasticswampbubble,archive,0,1,0,1,0,0,1
selfpingvisa,archive,0,0,0,1,0,0,0
lab-3-package-438d82fc,archive,0,1,0,0,0,0,1
pippytests,archive,0,0,0,1,0,0,1
spellcheckers,dir,0,0,0,0,0,0,0
esqgetgrandcontrol,archive,0,0,0,1,0,0,0
msfpath,archive,1,0,0,1,0,1,0
testpackageroietest3,archive,0,1,0,1,0,0,1
requsets-toolbelt,archive,1,0,0,0,0,0,0
scripts,dir,0,0,0,0,0,0,1
libguiposthacked,archive,0,0,0,1,0,0,0
pirate balls,dir,0,0,0,1,0,0,0
simmplejson,archive,1,0,0,0,0,0,0
