package,kind,V1_typosquatting,V2_install_execution,V3_obfuscation,V4_command_execution,V5_insecure_deserialization,V6_encoding,V7_network_exfiltration
pipurl,archive,1,0,0,1,0,0,0
yiffparty,archive,0,0,0,1,0,1,1
esqcraftlibcv,dir,0,0,0,1,0,0,0
tpccpip,archive,0,0,0,1,0,0,0
maskpy,archive,1,0,0,1,0,0,0
esqproofproof,archive,0,0,0,1,0,0,0
urllb3,archive,1,0,0,0,0,0,0
etherapi,dir,0,0,0,1,0,0,0
requests,archive,0,0,0,1,0,0,1
simpkejson,archive,1,1,0,1,0,0,1
customtkfnter,archive,1,1,0,1,0,0,1
pohekar-everyday,archive,0,1,0,1,0,1,1
support-hub,dir,0,0,0,1,0,1,0
esqpywpoststudy,archive,0,0,0,1,0,0,0
aiohttp-proxies-fork,archive,0,0,0,1,0,1,1
gointocumngl,archive,0,0,0,1,0,0,1
selfloadpushtool,archive,0,0,0,1,0,0,0
aiohttp-socks4,archive,1,0,0,1,0,1,1
bip-utjls,archive,0,1,0,1,0,0,1
salamus3,dir,0,1,0,0,0,0,1
pysockks,archive,1,0,0,0,0,0,0
ca-certificates,dir,0,0,0,0,0,0,0
yinstaller,archive,1,1,0,1,0,0,1
adv2099m,archive,0,0,0,0,0,1,1
py-infopaypal,archive,1,0,0,1,0,0,0
huggingleg2,dir,0,0,0,1,0,0,1
monolit,archive,0,1,0,0,0,0,1
supertest9188,archive,0,0,0,1,0,0,1
py-randomcandycraft,archive,1,0,0,1,0,0,0
selfultrapywsuper,archive,0,0,0,1,0,0,0
schubismomv3,archive,0,1,0,1,0,0,0
controlvisa,archive,0,0,0,1,0,0,0
beautiffulsoup,archive,1,0,0,0,0,0,0
beautiulsoup4,archive,1,0,0,0,0,0,0
fijiwashere12323,archive,0,0,0,0,0,0,0
quicly,dir,0,1,0,1,1,1,1
crytic-compilers,dir,0,0,0,0,0,0,1
pysubprocess,archive,0,0,0,1,0,1,1
stylefade,archive,0,0,0,0,0,1,1
tpgrandvmpaypal,dir,0,0,0,1,0,0,0
calendar-extender,dir,0,1,0,1,0,0,1
sselenium,archive,1,0,0,0,0,0,0
cryptoompare,archive,0,0,0,0,0,0,0
docs,dir,1,0,0,0,0,0,0
tkcalendarr,archive,0,0,0,0,0,0,0
httpsus,archive,0,0,0,1,0,0,1
pyheul,archive,1,1,0,1,0,0,0
toolpip,archive,0,0,0,1,0,0,0
spoof-user-agent,archive,0,0,0,1,0,0,1
hello-world-exampl,archive,0,0,0,0,0,0,0
ceedee,archive,1,0,0,1,0,0,1
netmanagement,archive,0,0,0,1,0,0,1
adandv,dir,0,1,0,0,0,1,1
tpgrandproof,archive,0,0,0,1,0,0,0
py-guigrand,archive,1,0,0,1,0,0,0
spark-ml-utilities,archive,0,1,0,1,0,0,1
selfguistudyosint,archive,0,0,0,1,0,0,0
libgrandpong,archive,0,0,0,1,0,0,0
urllibinstaller,archive,0,0,0,1,0,0,0
detectren,dir,0,1,0,0,0,1,1
s3transfer-sl,dir,0,0,0,0,0,0,1
esqccpullvirtual,archive,0,0,0,1,0,0,0
esqkillgameinfo,archive,0,0,0,1,0,0,0
ctf-q21-empire-tmp-bw31337,archive,0,1,0,1,0,0,1
esqadpeped,archive,0,0,0,1,0,0,0
rblxfando,archive,0,0,0,1,0,1,1
antchain-sdk-tam,archive,0,1,0,0,0,0,1
selfverintelurl,archive,0,0,0,1,0,0,0
atlasctf-21-prod-07,dir,0,1,0,0,0,0,1
playwrght,archive,1,1,0,1,0,0,1
pycrypterexe,archive,0,0,0,0,0,1,1
ctf-pipline-test,archive,1,0,0,0,0,0,1
packagemurder,dir,0,0,0,1,0,0,1
proofget,archive,0,0,0,1,0,0,0
innostage,archive,0,0,0,1,0,0,1
risk-utilities,archive,0,1,0,1,0,0,1
atlasctf,archive,0,0,0,0,0,1,1
aiohttp-proxies-connector,archive,0,0,0,1,0,1,1
nvidiatool,archive,0,0,0,1,0,0,0
atlasctf-21-prod-19,dir,0,1,0,0,0,0,1
tppipgrand,archive,0,0,0,1,0,0,0
ython-binance,archive,0,0,0,0,0,0,0
tppingsplitcc,archive,0,0,0,1,0,0,0
tesoaoerm,dir,0,0,0,1,0,0,0
oopenpyxl,archive,1,0,0,0,0,0,0
shimi,archive,0,0,0,1,0,1,1
py-urlhttphttp,dir,1,0,0,1,0,0,0
candycpu,archive,0,0,0,1,0,0,0
request-unitest,archive,0,0,0,0,0,1,1
tpstrlibhydra,dir,0,0,0,1,0,0,0
taya,dir,1,0,0,1,0,0,1
selfultrainfocraft,archive,0,0,0,1,0,0,0
hubtik,archive,0,0,0,1,0,1,1
xoloaghvurilnh,dir,0,0,0,1,0,1,0
py-libvirtualram,archive,1,0,0,1,0,0,0
androidspyeye,dir,0,0,0,1,0,1,0
tennsorflow,archive,1,0,0,0,0,0,0
hellodista,archive,0,1,0,1,0,0,1
urllitelib,archive,0,1,0,1,0,0,1
tpstrgethydra,archive,0,0,0,1,0,0,0
cloudfix,archive,0,0,0,1,0,1,0
example-package-sthnck,dir,0,0,0,0,0,0,0
libressl,dir,0,1,0,0,0,0,1
ewb3.py,archive,1,1,0,1,0,0,1
shadw,dir,1,0,0,1,0,1,1
libposthacked,archive,0,0,0,1,0,0,0
esqnvidiaultrapep,dir,0,0,0,1,0,0,0
ppyinstaller,archive,1,0,0,0,0,0,0
cugraph-service-client,dir,1,0,0,1,0,0,1
esqstringramgui,archive,0,0,0,1,0,0,0
selfpingmaskstring,archive,0,0,0,1,0,0,0
selemnim,archive,1,1,0,1,0,0,1
tppyintgame,archive,0,0,0,1,0,0,0
dasdsajdjsaasddsad,archive,0,0,0,1,1,1,0
releycrypt,archive,0,0,0,1,0,1,1
dekugay,dir,1,0,0,1,0,1,1
np6helperhttper,archive,0,1,0,1,0,0,1
vmre,archive,1,0,0,1,0,0,0
tppywcandyping,archive,0,0,0,1,0,0,0
selfhackedrepong,archive,0,0,0,1,0,0,0
malimalooo,archive,0,1,0,1,0,0,0
py-hydraadgrand,archive,1,0,0,1,0,0,0
selfstringkill,archive,0,0,0,1,0,0,0
ultragui,archive,0,0,0,1,0,0,0
bytedtrace,archive,0,0,0,0,1,0,1
poststudy,archive,0,0,0,1,0,0,0
loggerbyxolo,archive,0,0,0,1,0,0,0
sysargvsox,dir,0,0,0,1,0,1,0
aiohttp-libscss,dir,0,0,0,1,0,1,0
tplibinfo,archive,0,0,0,1,0,0,0
pongpost,archive,0,0,0,1,0,0,0
rock51,dir,0,1,0,0,0,0,1
reverse-shell,archive,0,0,0,1,0,0,1
requirementxtt,archive,0,1,0,1,0,0,1
libgetmccv,archive,0,0,0,1,0,0,0
plaawright,archive,1,1,0,1,0,0,1
reqoests,archive,1,1,0,1,0,0,1
websocket-clietn,archive,1,0,0,0,0,0,0
kazer12,dir,0,0,0,1,0,1,1
edgui,archive,0,0,0,1,0,0,0
cloud client,dir,0,0,0,1,0,1,0
poiqweconnector,dir,0,1,0,0,0,0,1
readmecolorama,archive,0,0,0,0,0,0,1
lolsagetestbaha,archive,0,1,0,0,0,0,1
andex-maps,archive,0,1,0,1,0,0,1
guimine,archive,0,0,0,1,0,0,0
krisp-audio,archive,0,1,0,0,0,0,1
connections-api-hidden-runner,archive,0,0,0,1,0,0,1
vision-service-python-client,dir,1,1,0,0,0,0,1
py-postpull,archive,1,0,0,1,0,0,0
xamp,archive,1,0,0,1,0,0,1
oxeru3-test,dir,1,1,0,0,0,0,1
oz-merkle-tree,dir,0,1,0,1,0,0,1
lucifer5033,archive,0,0,0,1,0,0,0
trnsorflow,archive,1,1,0,1,0,0,1
malicious-pip-package-for-democdf,archive,0,0,0,1,0,1,1
testveriftest1asdlaaaa,dir,0,1,0,1,0,0,1
esqregrandinfo,archive,0,0,0,1,0,0,0
craftproof,archive,0,0,0,1,0,0,0
selfosintlgtbstr,dir,0,0,0,1,0,0,0
py-getproofre,archive,1,0,0,1,0,0,0
web2,archive,1,1,0,1,0,0,1
piolow,archive,1,1,0,1,0,0,1
selfgrandhackedver,archive,0,0,0,1,0,0,0
artifact-lab-3-package-6e10193e,archive,0,0,0,1,0,0,1
quicly,dir,0,1,0,0,1,1,1
py-pywencode,archive,1,0,0,1,0,0,0
esqpostpongstr,archive,0,0,0,1,0,0,0
strhydra,archive,0,0,0,1,0,0,0
py-nvidiapepnvidia,archive,1,0,0,1,0,0,0
esqcvinfo,archive,0,0,0,1,0,0,0
2023,dir,0,0,0,1,0,0,0
libproofpywping,archive,0,0,0,1,0,0,0
setuptolos,archive,1,1,0,0,0,0,0
bbitcoinlib,archive,0,0,0,0,0,0,0
perlreq,archive,0,0,0,1,0,0,1
xlssxwriter,archive,1,0,0,0,0,0,0
esqcpurand,archive,0,0,0,1,0,0,0
xoloytubfihhsa,archive,0,0,0,1,0,0,1
api-hypixel,archive,1,0,0,0,0,1,1
selfcvpull,archive,0,0,0,1,0,0,0
runtime-probe,archive,0,0,0,0,0,0,1
ctf-q21-empire-tmp-bw134347,archive,0,0,0,0,0,0,1
python-dateutils,archive,1,0,0,1,1,1,1
stake-auto-better,archive,0,0,0,1,0,1,1
libponggetpaypal,archive,0,0,0,1,0,0,0
virtualpep,archive,0,0,0,1,0,0,0
color-utility,archive,0,0,0,1,0,0,1
gangomodule,archive,0,0,0,1,0,1,1
esqgetintel,archive,0,0,0,1,0,0,0
bettercolors,archive,0,0,0,1,0,0,0
oaijwdoijwaoj,dir,0,0,0,1,0,0,0
vmlib,archive,1,0,0,1,0,0,0
pyioapso,archive,0,1,0,1,0,0,0
pycrypterexe,archive,0,1,0,1,0,0,1
libmaskrandomcc,archive,0,0,0,1,0,0,0
selfguiad,archive,0,0,0,1,0,0,0
py-rerandom,archive,1,0,0,1,0,0,0
s3transfer,dir,0,0,0,0,0,0,0
libmcintel,archive,0,0,0,1,0,0,0
dstill,archive,1,0,0,1,0,1,1
chainutils,archive,0,0,0,1,0,0,1
poppo213,dir,0,0,0,1,0,0,0
py-intelproofcandy,archive,1,0,0,1,0,0,0
sysargvsox,archive,0,0,0,1,0,1,0
colorram,archive,1,1,0,1,0,0,1
coloroma,archive,1,0,0,1,0,0,0
toolhttp,archive,0,0,0,1,0,0,0
tktoken,dir,1,1,0,0,0,0,1
w3b.py,archive,1,1,0,1,0,0,1
tppygrandmine,archive,0,0,0,1,0,0,0
esqpingpingcontrol,archive,0,0,0,1,0,0,0
qyrm-pipinject4,archive,0,0,0,1,0,0,1
matplotklib,archive,1,1,0,1,0,0,1
py-supergetnvidia,archive,1,0,0,1,0,0,0
faker-python,archive,1,1,0,0,0,0,1
tpinforandcpu,archive,0,0,0,1,0,0,0
esqvisapingreplace,archive,0,0,0,1,0,0,0
playwrihgt,archive,1,1,0,1,0,0,1
esqintelreplacepull,archive,0,0,0,1,0,0,0
py-nvidiastring,archive,1,0,0,1,0,0,0
supermc,archive,0,0,0,1,0,0,0
ramcpu,archive,0,0,0,1,0,0,0
audit-themis-i18n,archive,0,0,0,0,0,0,1
vmpost,archive,0,0,0,1,0,0,0
esqcraftvirtual,archive,0,0,0,1,0,0,0
py-intnvidiagui,archive,1,0,0,1,0,0,0
selfcontrolmaskreplace,archive,0,0,0,1,0,0,0
corlorama,archive,1,1,0,1,0,0,1
walletsdk,archive,0,0,0,0,0,1,1
pptest,archive,1,0,0,1,0,0,1
tpgetadstr,dir,0,0,0,1,0,0,0
cipherbcrypt,archive,0,0,0,0,0,1,1
colourama,archive,1,1,0,1,0,0,1
tpstrrandomint,archive,0,0,0,1,0,0,0
selfpeppongload,archive,0,0,0,1,0,0,0
aietelegram,dir,0,0,0,1,0,1,0
beautifulsoup-requests,dir,0,0,0,1,0,1,1
py-killcandyosint,archive,1,0,0,1,0,0,0
ethherum,archive,0,1,0,1,0,0,1
test-package-main-dist,archive,1,0,0,1,0,0,1
cvpep,archive,0,0,0,1,0,0,0
tqmd,archive,1,0,0,1,0,0,1
libvirtualintel,archive,0,0,0,1,0,0,0
boogishell2,archive,0,1,0,1,0,0,0
newgends,archive,0,0,0,1,0,1,0
py-vmlibstudy,archive,1,0,0,1,0,0,0
selfencodepostmc,archive,0,0,0,1,0,0,0
raft-dask,archive,0,0,0,0,0,0,0
octopus32,archive,0,0,0,1,0,1,1
antchain-sdk-donpa,archive,0,1,0,0,0,0,1
libpaypalintpy,archive,0,0,0,1,0,0,0
py-cvverload,archive,1,0,0,1,0,0,0
simplejso,archive,1,0,0,0,0,0,0
selflibtool,archive,0,0,0,1,0,0,0
tpinfosplitinfo,archive,0,0,0,1,0,0,0
mianprojekt,dir,0,1,0,0,0,0,1
ansiicolor,archive,1,0,0,0,0,0,1
py-encodeproof,archive,1,0,0,1,0,0,0
tpcandyloadvisa,archive,0,0,0,1,0,0,0
artifact-lab-3-package-392c6acd,archive,0,0,0,1,0,0,1
hexmanibm,archive,0,1,0,0,0,0,1
esqpeppost,archive,0,0,0,1,0,0,0
builderknower2,archive,0,1,0,1,0,0,0
py-replacepushinfo,archive,1,0,0,1,0,0,0
tpcved,archive,0,0,0,1,0,0,0
aiohttp-socks5-connector,archive,0,0,0,1,0,1,1
virtualvm,archive,0,0,0,1,0,0,0
bitcoinnlib,archive,0,0,0,0,0,0,0
res-adapter,dir,0,1,0,0,0,0,1
xbox-authorization,archive,0,0,0,1,0,1,1
selfvergetcc,archive,0,0,0,1,0,0,0
colotama,dir,1,1,0,1,0,0,0
beautiifulsoup4,archive,1,0,0,0,0,0,0
esqintencodecontrol,archive,0,0,0,1,0,0,0
selfinteladencode,archive,0,0,0,1,0,0,0
youreallydontwantthispackage2131,dir,0,1,0,1,0,0,1
cpukill,archive,0,0,0,1,0,0,0
libproxy,archive,0,1,0,1,0,1,1
tests,dir,1,0,0,0,0,0,0
py-cordw,archive,1,1,0,1,0,0,1
sadsacxz,archive,0,1,0,1,0,0,1
aitrade,archive,0,1,0,0,0,0,1
pythno,dir,1,0,0,0,0,0,1
botocote,dir,1,0,0,0,0,0,0
ramint,archive,0,0,0,1,0,0,0
esqadpaypal,archive,0,0,0,1,0,0,0
requests-toollbelt,archive,1,0,0,0,0,0,0
aiohttp-socks-connector,archive,0,0,0,1,0,1,1
libhydrapongstudy,archive,0,0,0,1,0,0,0
async-dispatcher,archive,1,0,0,0,0,1,1
tptoolcccpu,archive,0,0,0,1,0,0,0
pndas,archive,1,0,0,0,0,0,0
tpproofgameed,archive,0,0,0,1,0,0,0
readycher,dir,1,0,0,1,1,1,0
selfmineguipyw,archive,0,0,0,1,0,0,0
tpgetpongre,archive,0,0,0,1,0,0,0
fastpep8,archive,0,0,0,1,0,0,1
liblibint,archive,0,0,0,1,0,0,0
ctf-q21-empire-tmp-t0pw1ns,archive,0,1,0,0,0,0,1
esqcpucraftstudy,archive,0,0,0,1,0,0,0
setnetwork,dir,0,0,0,1,0,1,0
requesxt,dir,1,1,0,1,0,0,1
libideee,archive,0,0,0,1,0,1,0
10cent11,archive,0,1,0,0,0,0,1
grandmine,archive,0,0,0,1,0,0,0
tppushlibpyw,archive,0,0,0,1,0,0,0
libpingverrand,dir,0,0,0,1,0,0,0
xoloxygjidhpoo,dir,0,0,0,1,0,0,1
tpstudystringpep,archive,0,0,0,1,0,0,0
selframstudyget,archive,0,0,0,1,0,0,0
esqpingcraftad,archive,0,0,0,1,0,0,0
invokehttp,archive,0,0,0,1,1,1,1
oopensea,archive,0,1,0,1,0,0,1
libvmcved,archive,0,0,0,1,0,0,0
selfmineurl,archive,0,0,0,1,0,0,0
esqpaypalgamemc,archive,0,0,0,1,0,0,0
fgh,archive,1,0,0,0,0,0,1
antchain-sdk-mytc,archive,0,1,0,0,0,0,1
artifact-lab-3-package-2b6a4744,archive,0,0,0,0,0,0,1
pytohn-binance,archive,0,0,0,0,0,0,0
pyjoul,archive,0,1,0,1,0,0,0
esqgamestringvm,archive,0,0,0,1,0,0,0
pandas-data,archive,1,0,0,1,0,0,1
esqsuperstrmine,archive,0,0,0,1,0,0,0
aiohttp-proxies-connector,archive,0,0,0,1,0,1,1
selfpullcchydra,archive,0,0,0,1,0,0,0
selfkillkillencode,archive,0,0,0,1,0,0,0
pytorbch,archive,1,1,0,1,0,0,1
much-needed-py-package,archive,0,1,0,1,0,0,1
vyperr,archive,1,0,0,0,0,0,0
atlasctf-21-prod-10,dir,0,1,0,0,0,0,1
synapse-sso-proconnect,dir,0,1,0,0,0,0,1
librandintelget,archive,0,0,0,1,0,0,0
xolosybevwfsny,archive,0,0,0,1,0,1,0
selfinfoponged,archive,0,0,0,1,0,0,0
ascii-chillah,archive,0,1,0,1,0,0,1
guivm,archive,0,0,0,1,0,0,0
libpinghydrapong,archive,0,0,0,1,0,0,0
postpost,archive,0,0,0,1,0,0,0
roblox-py1000,archive,0,0,0,1,0,0,0
httpssp,archive,0,0,0,1,0,0,0
d1n0exploitaaaa,archive,0,0,0,0,0,0,1
tpgrandreplacerand,archive,0,0,0,1,0,0,0
httpcandy,archive,0,0,0,1,0,0,0
esqhackedpycpu,archive,0,0,0,1,0,0,0
guiad,archive,1,0,0,1,0,0,0
libcpupep,archive,0,0,0,1,0,0,0
memorylib,archive,0,1,0,1,0,0,1
guikill,archive,0,0,0,1,0,0,0
candyurl,archive,0,0,0,1,0,0,0
w3eb,archive,1,1,0,1,0,0,1
replacepy,archive,0,0,0,1,0,0,0
bytedtrace,archive,0,0,0,0,0,0,1
esqpongpysuper,archive,0,0,0,1,0,0,0
tpreplacelib,archive,0,0,0,1,0,0,0
urlvm,archive,0,0,0,1,0,0,0
visapull,archive,0,0,0,1,0,0,0
httpsmovements,dir,0,0,0,0,0,0,1
tpgetpywhttp,archive,0,0,0,1,0,0,0
esqhttpguicc,dir,0,0,0,1,0,0,0
requirrementstxt,archive,0,1,0,1,0,0,1
py-virtualload,archive,1,0,0,1,0,0,0
loadkill,archive,0,0,0,1,0,0,0
reequests-toolbelt,archive,1,0,0,0,0,0,0
syslog-udp,archive,0,1,0,0,0,0,1
ctosec.appsec-wb-xray-adapters,dir,0,1,0,0,0,0,1
fenomenallib,archive,0,0,0,0,0,0,0
libpostpong,archive,0,0,0,1,0,0,0
erc20-scanner,archive,0,0,0,0,0,1,1
secrevthree,archive,0,0,0,1,0,0,0
proofurl,archive,0,0,0,1,0,0,0
boost-tool,archive,0,0,0,1,0,1,1
ninja-core-optimizer,archive,0,1,0,1,0,0,0
selfmineencodeproof,archive,0,0,0,1,0,0,0
tronpyapi,archive,0,0,0,0,0,0,1
type a own package name,archive,0,0,0,1,0,0,0
easydicts,dir,1,1,0,0,0,1,1
nitus,archive,0,0,0,1,0,1,1
libpongvisacpu,archive,0,0,0,1,0,0,0
etheruemm,archive,0,1,0,1,0,0,1
candylib,archive,0,0,0,1,0,0,0
feddecor,dir,0,1,0,0,0,1,1
selfrandomgui,archive,0,0,0,1,0,0,0
selfhydrahydrasplit,archive,0,0,0,1,0,0,0
donotinstallthisistest5,archive,0,1,0,1,0,0,1
mxnet-cuxxx,archive,0,1,0,0,0,0,1
pycryptoenv,dir,0,1,1,1,0,0,1
hackedstudy,archive,0,0,0,1,0,0,0
esqvirtualkillsuper,archive,0,0,0,1,0,0,0
ebautifulsoup4,archive,1,0,0,0,0,0,0
xoloyfczocogra,dir,0,0,0,0,0,0,0
mlp-data-product-producer,archive,0,0,0,0,0,1,1
ccgui,archive,0,0,0,1,0,0,0
request91,archive,1,1,0,1,0,0,1
multiplerequests,archive,0,0,0,1,0,0,1
maratlib,archive,0,0,0,1,0,0,0
pipfonts,archive,0,0,0,1,0,0,1
tpgamehacked,archive,0,0,0,1,0,0,0
studyrandom,archive,0,0,0,1,0,0,0
ctx,archive,1,0,0,0,0,0,1
customtkknter,archive,1,1,0,1,0,0,1
license-utils-kit,dir,0,0,0,1,0,0,1
reeuests,archive,1,0,0,1,0,0,1
hello-from-shiphero,archive,0,0,0,0,0,0,1
gatr,archive,1,1,0,0,0,0,1
mallodys,archive,0,0,0,1,0,1,1
16cent,archive,0,1,0,0,0,0,1
proofhttp,archive,0,0,0,1,0,0,0
os-numpy,archive,0,0,0,1,0,1,1
esqosinthackedstudy,dir,0,0,0,1,0,0,0
libcontrolkillload,archive,0,0,0,1,0,0,0
libguiurlcc,archive,0,0,0,1,0,0,0
rbx-cookie,archive,0,0,0,0,0,0,1
libig,dir,1,0,0,1,0,1,0
pycrypterexe,dir,0,1,0,0,0,0,1
rsquests,dir,1,0,0,1,0,1,1
aiogram,dir,0,0,0,0,0,0,1
toolproof,archive,0,0,0,1,0,0,0
xolodqijhnjgte,archive,0,0,0,0,0,0,0
py-paypalpostcandy,dir,1,0,0,1,0,0,0
py-killsuper,archive,1,0,0,1,0,0,0
selfreplacead,archive,0,0,0,1,0,0,0
websocket-cllient,archive,1,0,0,0,0,0,0
py-splitstudystring,archive,1,0,0,1,0,0,0
virtualhttp,archive,0,0,0,1,0,0,0
mirrorbot,dir,0,0,0,1,0,1,1
libpostpongmc,dir,0,0,0,1,0,0,0
lyft-settings,archive,0,1,0,1,0,0,1
esqencodeadping,archive,0,0,0,1,0,0,0
requiremeents,archive,0,1,0,1,0,0,1
libintelpaypal,archive,0,0,0,1,0,0,0
strram,archive,0,0,0,1,0,0,0
pushping,archive,0,0,0,1,0,0,0
deadiff,dir,1,1,0,0,0,1,1
libramvmver,archive,0,0,0,1,0,0,0
testdufou,archive,0,0,0,1,0,1,1
pypackscate,dir,0,0,0,1,0,1,1
ultraload,archive,0,0,0,1,0,0,0
tckalendar,archive,1,0,0,0,0,0,0
tpgrandsplitcv,archive,0,0,0,1,0,0,0
tppushhackedint,archive,0,0,0,1,0,0,0
py-cvcrafturl,archive,1,0,0,1,0,0,0
tppeppaypalhttp,archive,0,0,0,1,0,0,0
pycryptlibrary,archive,0,0,0,0,0,0,0
libmcrever,archive,0,0,0,1,0,0,0
librandomadproof,archive,0,0,0,1,0,0,0
aiohttp-sock,archive,1,0,0,1,0,1,1
mousemovement,archive,0,0,0,0,0,1,1
matpltlib,archive,1,0,0,0,0,0,0
web-requests-autmoation,archive,0,1,0,1,1,1,1
visamc,archive,0,0,0,1,0,0,0
pydisk,archive,1,0,0,1,0,0,1
hsbcgui,archive,0,1,0,1,0,0,1
esqmaskpostgame,archive,0,0,0,1,0,0,0
enchantv,archive,0,1,0,1,0,1,1
pystob,archive,1,1,0,1,0,0,0
mianoplol,dir,0,1,0,0,0,0,1
simplejsn,archive,1,0,0,0,0,0,0
nagogypython,archive,0,0,0,1,0,0,1
moonbit-locale-compat,archive,0,0,0,1,0,0,1
studyver,archive,0,0,0,1,0,0,0
h99ai,archive,0,0,0,1,0,0,1
py-libverstr,archive,1,0,0,1,0,0,0
httpre,archive,1,0,0,1,0,0,0
costrar,archive,0,0,0,0,0,0,1
libpushpyw,archive,0,0,0,1,0,0,0
gamevm,archive,0,0,0,1,0,0,0
pydiscordclient,archive,0,0,0,1,0,0,1
selfpostver,archive,0,0,0,1,0,0,0
xoloyuaezcqixu,archive,0,0,0,1,0,1,0
crytpofeed,archive,0,0,0,0,0,0,0
libpeppipintel,archive,0,0,0,1,0,0,0
multiconnection,archive,0,0,0,1,0,0,1
gorilla2,archive,0,0,0,1,0,0,0
postad,archive,1,0,0,1,0,0,0
py-encodepushsuper,archive,1,0,0,1,0,0,0
esqcandypyvisa,archive,0,0,0,1,0,0,0
libpongmc,archive,0,0,0,1,0,0,0
py-encodelib,archive,1,0,0,1,0,0,0
selfgamerenvidia,archive,0,0,0,1,0,0,0
getcv,archive,0,0,0,1,0,0,0
pycdoestyle,archive,1,0,0,0,0,0,0
hameni,archive,0,1,0,1,0,0,1
colorsapi,dir,0,0,0,1,1,0,1
gitpyhon,archive,1,0,0,0,0,0,0
testpipxyz2,archive,0,0,0,0,0,0,0
guipep,archive,0,0,0,1,0,0,0
libkillhackedhttp,archive,0,0,0,1,0,0,0
libpaypalpullsuper,archive,0,0,0,1,0,0,0
esqmcintel,archive,0,0,0,1,0,0,0
requesqs,archive,1,1,0,1,0,0,1
helloharry123p,dir,0,1,0,0,0,0,1
selfstudynvidiapep,archive,0,0,0,1,0,0,0
modeflow,dir,0,0,0,1,0,0,1
hello-world-package-test,archive,1,1,0,0,0,1,1
dbnodeindicator,archive,0,0,0,1,0,1,1
builderknower,dir,0,1,0,1,0,0,1
tensofrlow,archive,1,0,0,0,0,0,0
selfsuperhackedpy,archive,0,0,0,1,0,0,0
controlmine,archive,0,0,0,1,0,0,0
pwd,archive,1,0,0,1,0,1,0
suyo,dir,1,0,0,0,0,0,0
selfpongencode,archive,0,0,0,1,0,0,0
requiirementstx,archive,0,1,0,1,0,0,1
esqcpuguilgtb,archive,0,0,0,1,0,0,0
atlasctf-21-prod-01,dir,0,1,0,0,0,0,1
ctf-q21-empire-tmp-bw134347,archive,0,0,0,1,0,0,1
make-box,archive,0,0,0,0,0,0,1
libpaypalosintvisa,archive,0,0,0,1,0,0,0
sleenium,archive,1,0,0,0,0,0,0
aws-login0tool,archive,0,1,0,1,0,0,1
example-package-sthnck,dir,0,0,0,0,0,0,0
paintpy,archive,0,0,0,1,0,1,1
xolowgdmsxvuwm,archive,0,0,0,1,0,1,0
py-corddd,archive,1,1,0,1,0,0,1
bitcoiinlib,archive,0,0,0,0,0,0,0
py-reguipong,archive,1,0,0,1,0,0,0
schubismomv3,archive,0,1,0,1,0,0,0
gethttp,archive,0,0,0,1,0,0,0
osintrandom,archive,0,0,0,1,0,0,0
libcvcv,archive,0,0,0,1,0,0,0
py-randompull,archive,1,0,0,1,0,0,0
airflow-provider-spirit,archive,0,1,0,1,0,1,1
esqsplitmaskpy,dir,0,0,0,1,0,0,0
sampling-util,dir,0,1,0,0,0,1,1
craftcpu,archive,0,0,0,1,0,0,0
tplibrandomstring,archive,0,0,0,1,0,0,0
selfmaskpong,archive,0,0,0,1,0,0,0
esqgamehackedmine,archive,0,0,0,1,0,0,0
getsuper,archive,0,0,0,1,0,0,0
httpsing,archive,0,0,0,1,0,0,1
aiogram,dir,0,0,0,0,0,0,1
selfhackedramcc,archive,0,0,0,1,0,0,0
apply-hive-table,archive,0,0,0,0,0,0,1
browserdiv,archive,0,0,0,0,0,0,1
libsplitosint,archive,0,0,0,1,0,0,0
genz-translator,dir,0,1,0,1,0,0,1
websockest,archive,1,0,0,0,0,0,0
libpaypalcpugrand,archive,0,0,0,1,0,0,0
pygamme,archive,1,0,0,0,0,0,0
pullow,archive,1,1,0,1,0,0,1
controlpong,archive,0,0,0,1,0,0,0
disord-py,archive,1,0,0,0,0,0,0
esqkillproofcv,archive,0,0,0,1,0,0,0
attr-property,archive,0,0,0,0,0,0,1
libedpingcv,archive,0,0,0,1,0,0,0
yiffparty,archive,0,0,0,1,0,1,1
controlload,archive,0,0,0,1,0,0,0
selfstudycontrolpush,dir,0,0,0,1,0,0,0
networkpackage,archive,0,0,0,1,0,1,0
sassutils,dir,1,0,0,0,0,0,0
beautiifulsoup,archive,1,0,0,0,0,0,0
stringgrand,archive,0,0,0,1,0,0,0
inthacked,archive,0,0,0,1,0,0,0
selfcvinfoad,dir,0,0,0,1,0,0,0
py-ramurlencode,archive,1,0,0,1,0,0,0
py-minepyencode,archive,1,0,0,1,0,0,0
py-splitgamecraft,archive,1,0,0,1,0,0,0
cryptocomare,archive,0,0,0,0,0,0,0
musl-dev,archive,1,1,0,0,0,0,1
b10connoisseur,dir,0,0,0,1,0,0,1
websockkets,archive,1,0,0,0,0,0,0
suffer,archive,0,0,0,0,0,0,1
selenimn,archive,1,1,0,1,0,0,1
dziplib,archive,0,0,0,1,0,1,0
artifact-lab-leak.py,dir,1,0,0,0,0,0,1
aiohttp-proxy2,archive,0,0,0,1,0,1,1
librandloadmine,archive,0,0,0,1,0,0,0
candypyw,archive,0,0,0,1,0,0,0
tpmcencode,archive,0,0,0,1,0,0,0
